42,42,5.636,2021-11-29T20:53:05.128373852Z
43,43,9.335,2021-11-29T20:53:05.128373852Z
44,44,1.174,2021-11-29T20:53:05.128373852Z
45,45,3.274,2021-11-29T20:53:05.128373852Z
46,46,6.261,2021-11-29T20:53:05.128373852Z
47,47,2.598,2021-11-29T20:53:05.128373852Z
48,48,6.541,2021-11-29T20:53:05.128373852Z
49,49,7.350,2021-11-29T20:53:05.128373852Z
50,50,6.712,2021-11-29T20:53:05.128373852Z
51,51,4.862,2021-11-29T20:53:05.128373852Z
52,52,3.295,2021-11-29T20:53:05.128373852Z
53,53,2.757,2021-11-29T20:53:05.128373852Z
54,54,0.653,2021-11-29T20:53:05.128373852Z
55,55,1.220,2021-11-29T20:53:05.128373852Z
56,56,8.578,2021-11-29T20:53:05.128373852Z
57,57,7.776,2021-11-29T20:53:05.128373852Z
58,58,2.514,2021-11-29T20:53:05.128373852Z
59,59,2.666,2021-11-29T20:53:05.128373852Z
60,60,6.875,2021-11-29T20:53:05.128373852Z
61,61,9.228,2021-11-29T20:53:05.128373852Z
62,62,7.758,2021-11-29T20:53:05.128373852Z
63,63,1.686,2021-11-29T20:53:05.128373852Z
64,64,3.905,2021-11-29T20:53:05.128373852Z
65,65,2.215,2021-11-29T20:53:05.128373852Z
66,66,3.715,2021-11-29T20:53:05.128373852Z
67,67,0.243,2021-11-29T20:53:05.128373852Z
68,68,1.783,2021-11-29T20:53:05.128373852Z
69,69,9.537,2021-11-29T20:53:05.128373852Z
70,70,0.533,2021-11-29T20:53:05.128373852Z
71,71,2.870,2021-11-29T20:53:05.128373852Z
72,72,1.282,2021-11-29T20:53:05.128373852Z
73,73,9.745,2021-11-29T20:53:05.128373852Z
74,74,4.329,2021-11-29T20:53:05.128373852Z
75,75,0.043,2021-11-29T20:53:05.128373852Z
76,76,9.515,2021-11-29T20:53:05.128373852Z
77,77,5.267,2021-11-29T20:53:05.128373852Z
78,78,7.108,2021-11-29T20:53:05.128373852Z
79,79,9.549,2021-11-29T20:53:05.128373852Z
80,80,3.850,2021-11-29T20:53:05.128373852Z
81,81,4.559,2021-11-29T20:53:05.128373852Z
82,82,0.507,2021-11-29T20:53:05.128373852Z
83,83,6.027,2021-11-29T20:53:05.128373852Z
84,84,5.391,2021-11-29T20:53:05.128373852Z
85,85,4.719,2021-11-29T20:53:05.128373852Z
86,86,2.961,2021-11-29T20:53:05.128373852Z
87,87,1.393,2021-11-29T20:53:05.128373852Z
88,88,7.834,2021-11-29T20:53:05.128373852Z
89,89,3.517,2021-11-29T20:53:05.128373852Z
90,90,2.332,2021-11-29T20:53:05.128373852Z
91,91,1.339,2021-11-29T20:53:05.128373852Z
92,92,0.017,2021-11-29T20:53:05.128373852Z
93,93,2.284,2021-11-29T20:53:05.128373852Z
94,94,8.592,2021-11-29T20:53:05.128373852Z
95,95,5.590,2021-11-29T20:53:05.128373852Z
96,96,3.004,2021-11-29T20:53:05.128373852Z
97,97,3.592,2021-11-29T20:53:05.128373852Z
98,98,3.625,2021-11-29T20:53:05.128373852Z
99,99,2.132,2021-11-29T20:53:05.128373852Z
100,100,4.992,2021-11-29T20:53:05.128373852Z
101,101,0.200,2021-11-29T20:53:05.128373852Z
102,102,7.710,2021-11-29T20:53:05.128373852Z
103,103,8.099,2021-11-29T20:53:05.128373852Z
104,104,9.893,2021-11-29T20:53:05.128373852Z
105,105,4.180,2021-11-29T20:53:05.128373852Z
106,106,4.764,2021-11-29T20:53:05.128373852Z
107,107,2.507,2021-11-29T20:53:05.128373852Z
108,108,7.886,2021-11-29T20:53:05.128373852Z
109,109,7.687,2021-11-29T20:53:05.128373852Z
110,110,0.922,2021-11-29T20:53:05.128373852Z
111,111,8.544,2021-11-29T20:53:05.128373852Z
112,112,8.775,2021-11-29T20:53:05.128373852Z
113,113,9.313,2021-11-29T20:53:05.128373852Z
114,114,3.499,2021-11-29T20:53:05.128373852Z
115,115,5.599,2021-11-29T20:53:05.128373852Z
116,116,1.467,2021-11-29T20:53:05.128373852Z
117,117,2.469,2021-11-29T20:53:05.128373852Z
118,118,9.939,2021-11-29T20:53:05.128373852Z
119,119,3.734,2021-11-29T20:53:05.128373852Z
120,120,5.394,2021-11-29T20:53:05.128373852Z
121,121,4.742,2021-11-29T20:53:05.128373852Z
122,122,8.786,2021-11-29T20:53:05.128373852Z
123,123,5.789,2021-11-29T20:53:05.128373852Z
124,124,2.191,2021-11-29T20:53:05.128373852Z
125,125,9.673,2021-11-29T20:53:05.128373852Z
126,126,7.281,2021-11-29T20:53:05.128373852Z
127,127,4.817,2021-11-29T20:53:05.128373852Z
128,128,8.463,2021-11-29T20:53:05.128373852Z
129,129,4.903,2021-11-29T20:53:05.128373852Z
130,130,2.623,2021-11-29T20:53:05.128373852Z
131,131,7.047,2021-11-29T20:53:05.128373852Z
132,132,2.947,2021-11-29T20:53:05.128373852Z
133,133,3.121,2021-11-29T20:53:05.128373852Z
134,134,6.494,2021-11-29T20:53:05.128373852Z
135,135,3.067,2021-11-29T20:53:05.128373852Z
136,136,3.905,2021-11-29T20:53:05.128373852Z
137,137,4.776,2021-11-29T20:53:05.128373852Z
138,138,4.895,2021-11-29T20:53:05.128373852Z
139,139,2.418,2021-11-29T20:53:05.128373852Z
140,140,5.057,2021-11-29T20:53:05.128373852Z
141,141,3.991,2021-11-29T20:53:05.128373852Z
142,142,7.877,2021-11-29T20:53:05.128373852Z
143,143,9.307,2021-11-29T20:53:05.128373852Z
144,144,0.869,2021-11-29T20:53:05.128373852Z
145,145,1.614,2021-11-29T20:53:05.128373852Z
146,146,6.230,2021-11-29T20:53:05.128373852Z
147,147,9.626,2021-11-29T20:53:05.128373852Z
148,148,4.543,2021-11-29T20:53:05.128373852Z
149,149,1.874,2021-11-29T20:53:05.128373852Z
150,150,4.709,2021-11-29T20:53:05.128373852Z
151,151,1.963,2021-11-29T20:53:05.128373852Z
152,152,4.490,2021-11-29T20:53:05.128373852Z
153,153,1.564,2021-11-29T20:53:05.128373852Z
154,154,3.855,2021-11-29T20:53:05.128373852Z
155,155,7.825,2021-11-29T20:53:05.128373852Z
156,156,7.644,2021-11-29T20:53:05.128373852Z
157,157,3.208,2021-11-29T20:53:05.128373852Z
158,158,4.992,2021-11-29T20:53:05.128373852Z
159,159,8.743,2021-11-29T20:53:05.128373852Z
160,160,0.411,2021-11-29T20:53:05.128373852Z
161,161,6.164,2021-11-29T20:53:05.128373852Z
162,162,5.467,2021-11-29T20:53:05.128373852Z
163,163,0.472,2021-11-29T20:53:05.128373852Z
164,164,0.590,2021-11-29T20:53:05.128373852Z
165,165,2.091,2021-11-29T20:53:05.128373852Z
166,166,3.699,2021-11-29T20:53:05.128373852Z
167,167,6.967,2021-11-29T20:53:05.128373852Z
168,168,6.069,2021-11-29T20:53:05.128373852Z
169,169,3.734,2021-11-29T20:53:05.128373852Z
170,170,6.113,2021-11-29T20:53:05.128373852Z
171,171,9.343,2021-11-29T20:53:05.128373852Z
172,172,8.640,2021-11-29T20:53:05.128373852Z
173,173,8.483,2021-11-29T20:53:05.128373852Z
174,174,0.528,2021-11-29T20:53:05.128373852Z
175,175,7.508,2021-11-29T20:53:05.128373852Z
176,176,3.729,2021-11-29T20:53:05.128373852Z
177,177,0.631,2021-11-29T20:53:05.128373852Z
178,178,3.068,2021-11-29T20:53:05.128373852Z
179,179,4.667,2021-11-29T20:53:05.128373852Z
180,180,9.376,2021-11-29T20:53:05.128373852Z
181,181,8.790,2021-11-29T20:53:05.128373852Z
182,182,8.166,2021-11-29T20:53:05.128373852Z
183,183,7.385,2021-11-29T20:53:05.128373852Z
184,184,0.282,2021-11-29T20:53:05.128373852Z
185,185,7.407,2021-11-29T20:53:05.128373852Z
186,186,3.732,2021-11-29T20:53:05.128373852Z
187,187,6.413,2021-11-29T20:53:05.128373852Z
188,188,5.246,2021-11-29T20:53:05.128373852Z
189,189,3.827,2021-11-29T20:53:05.128373852Z
190,190,6.058,2021-11-29T20:53:05.128373852Z
191,191,5.973,2021-11-29T20:53:05.128373852Z
192,192,8.801,2021-11-29T20:53:05.128373852Z
193,193,4.840,2021-11-29T20:53:05.128373852Z
194,194,1.526,2021-11-29T20:53:05.128373852Z
195,195,1.688,2021-11-29T20:53:05.128373852Z
196,196,0.383,2021-11-29T20:53:05.128373852Z
197,197,9.169,2021-11-29T20:53:05.128373852Z
198,198,4.690,2021-11-29T20:53:05.128373852Z
199,199,9.859,2021-11-29T20:53:05.128373852Z
200,200,6.849,2021-11-29T20:53:05.128373852Z
201,201,4.841,2021-11-29T20:53:05.128373852Z
202,202,4.806,2021-11-29T20:53:05.128373852Z
203,203,3.287,2021-11-29T20:53:05.128373852Z
204,204,6.660,2021-11-29T20:53:05.128373852Z
205,205,2.878,2021-11-29T20:53:05.128373852Z
206,206,5.373,2021-11-29T20:53:05.128373852Z
207,207,1.324,2021-11-29T20:53:05.128373852Z
208,208,6.552,2021-11-29T20:53:05.128373852Z
209,209,1.262,2021-11-29T20:53:05.128373852Z
210,210,3.770,2021-11-29T20:53:05.128373852Z
211,211,4.364,2021-11-29T20:53:05.128373852Z
212,212,4.021,2021-11-29T20:53:05.128373852Z
213,213,5.620,2021-11-29T20:53:05.128373852Z
214,214,0.537,2021-11-29T20:53:05.128373852Z
215,215,5.455,2021-11-29T20:53:05.128373852Z
216,216,1.428,2021-11-29T20:53:05.128373852Z
217,217,5.568,2021-11-29T20:53:05.128373852Z
218,218,0.390,2021-11-29T20:53:05.128373852Z
219,219,4.237,2021-11-29T20:53:05.128373852Z
220,220,0.062,2021-11-29T20:53:05.128373852Z
221,221,8.162,2021-11-29T20:53:05.128373852Z
222,222,9.534,2021-11-29T20:53:05.128373852Z
223,223,0.897,2021-11-29T20:53:05.128373852Z
224,224,4.969,2021-11-29T20:53:05.128373852Z
225,225,2.405,2021-11-29T20:53:05.128373852Z
226,226,6.337,2021-11-29T20:53:05.128373852Z
227,227,0.333,2021-11-29T20:53:05.128373852Z
228,228,3.867,2021-11-29T20:53:05.128373852Z
229,229,1.248,2021-11-29T20:53:05.128373852Z
230,230,4.949,2021-11-29T20:53:05.128373852Z
231,231,9.234,2021-11-29T20:53:05.128373852Z
232,232,5.984,2021-11-29T20:53:05.128373852Z
233,233,0.041,2021-11-29T20:53:05.128373852Z
234,234,3.923,2021-11-29T20:53:05.128373852Z
235,235,1.256,2021-11-29T20:53:05.128373852Z
236,236,9.108,2021-11-29T20:53:05.128373852Z
237,237,2.865,2021-11-29T20:53:05.128373852Z
238,238,4.417,2021-11-29T20:53:05.128373852Z
239,239,8.003,2021-11-29T20:53:05.128373852Z
240,240,5.705,2021-11-29T20:53:05.128373852Z
241,241,0.702,2021-11-29T20:53:05.128373852Z
242,242,5.046,2021-11-29T20:53:05.128373852Z
243,243,5.996,2021-11-29T20:53:05.128373852Z
244,244,1.398,2021-11-29T20:53:05.128373852Z
245,245,7.885,2021-11-29T20:53:05.128373852Z
246,246,2.948,2021-11-29T20:53:05.128373852Z
247,247,2.339,2021-11-29T20:53:05.128373852Z
248,248,1.641,2021-11-29T20:53:05.128373852Z
249,249,5.775,2021-11-29T20:53:05.128373852Z
250,250,3.147,2021-11-29T20:53:05.128373852Z
251,251,4.265,2021-11-29T20:53:05.128373852Z
252,252,4.906,2021-11-29T20:53:05.128373852Z
253,253,5.098,2021-11-29T20:53:05.128373852Z
254,254,0.764,2021-11-29T20:53:05.128373852Z
255,255,0.260,2021-11-29T20:53:05.128373852Z
256,256,3.198,2021-11-29T20:53:05.128373852Z
257,257,0.909,2021-11-29T20:53:05.128373852Z
258,258,3.171,2021-11-29T20:53:05.128373852Z
259,259,2.970,2021-11-29T20:53:05.128373852Z
260,260,3.227,2021-11-29T20:53:05.128373852Z
261,261,6.614,2021-11-29T20:53:05.128373852Z
262,262,1.634,2021-11-29T20:53:05.128373852Z
263,263,6.573,2021-11-29T20:53:05.128373852Z
264,264,4.051,2021-11-29T20:53:05.128373852Z
265,265,5.990,2021-11-29T20:53:05.128373852Z
266,266,4.536,2021-11-29T20:53:05.128373852Z
267,267,3.817,2021-11-29T20:53:05.128373852Z
268,268,9.511,2021-11-29T20:53:05.128373852Z
269,269,4.666,2021-11-29T20:53:05.128373852Z
270,270,6.731,2021-11-29T20:53:05.128373852Z
271,271,0.425,2021-11-29T20:53:05.128373852Z
272,272,6.279,2021-11-29T20:53:05.128373852Z
273,273,4.997,2021-11-29T20:53:05.128373852Z
274,274,2.116,2021-11-29T20:53:05.128373852Z
275,275,7.047,2021-11-29T20:53:05.128373852Z
276,276,0.846,2021-11-29T20:53:05.128373852Z
277,277,0.780,2021-11-29T20:53:05.128373852Z
278,278,8.983,2021-11-29T20:53:05.128373852Z
279,279,1.477,2021-11-29T20:53:05.128373852Z
280,280,1.253,2021-11-29T20:53:05.128373852Z
281,281,0.753,2021-11-29T20:53:05.128373852Z
282,282,0.220,2021-11-29T20:53:05.128373852Z
283,283,6.305,2021-11-29T20:53:05.128373852Z
284,284,1.906,2021-11-29T20:53:05.128373852Z
285,285,2.336,2021-11-29T20:53:05.128373852Z
286,286,2.940,2021-11-29T20:53:05.128373852Z
287,287,9.720,2021-11-29T20:53:05.128373852Z
288,288,2.283,2021-11-29T20:53:05.128373852Z
289,289,9.541,2021-11-29T20:53:05.128373852Z
290,290,4.591,2021-11-29T20:53:05.128373852Z
291,291,9.645,2021-11-29T20:53:05.128373852Z
292,292,2.853,2021-11-29T20:53:05.128373852Z
293,293,1.511,2021-11-29T20:53:05.128373852Z
294,294,5.145,2021-11-29T20:53:05.128373852Z
295,295,3.914,2021-11-29T20:53:05.128373852Z
296,296,4.030,2021-11-29T20:53:05.128373852Z
297,297,0.621,2021-11-29T20:53:05.128373852Z
298,298,7.405,2021-11-29T20:53:05.128373852Z
299,299,1.664,2021-11-29T20:53:05.128373852Z
300,300,6.492,2021-11-29T20:53:05.128373852Z
301,301,1.602,2021-11-29T20:53:05.128373852Z
302,302,0.020,2021-11-29T20:53:05.128373852Z
303,303,3.666,2021-11-29T20:53:05.128373852Z
304,304,3.661,2021-11-29T20:53:05.128373852Z
305,305,5.616,2021-11-29T20:53:05.128373852Z
306,306,0.281,2021-11-29T20:53:05.128373852Z
307,307,1.767,2021-11-29T20:53:05.128373852Z
308,308,9.694,2021-11-29T20:53:05.128373852Z
309,309,5.736,2021-11-29T20:53:05.128373852Z
310,310,6.247,2021-11-29T20:53:05.128373852Z
311,311,0.144,2021-11-29T20:53:05.128373852Z
312,312,8.778,2021-11-29T20:53:05.128373852Z
313,313,2.785,2021-11-29T20:53:05.128373852Z
314,314,0.298,2021-11-29T20:53:05.128373852Z
315,315,3.575,2021-11-29T20:53:05.128373852Z
316,316,4.069,2021-11-29T20:53:05.128373852Z
317,317,2.957,2021-11-29T20:53:05.128373852Z
318,318,8.666,2021-11-29T20:53:05.128373852Z
319,319,0.412,2021-11-29T20:53:05.128373852Z
320,320,7.091,2021-11-29T20:53:05.128373852Z
321,321,1.186,2021-11-29T20:53:05.128373852Z
322,322,4.022,2021-11-29T20:53:05.128373852Z
323,323,0.452,2021-11-29T20:53:05.128373852Z
324,324,0.900,2021-11-29T20:53:05.128373852Z
325,325,6.702,2021-11-29T20:53:05.128373852Z
326,326,0.685,2021-11-29T20:53:05.128373852Z
327,327,0.410,2021-11-29T20:53:05.128373852Z
328,328,2.860,2021-11-29T20:53:05.128373852Z
329,329,9.710,2021-11-29T20:53:05.128373852Z
330,330,4.534,2021-11-29T20:53:05.128373852Z
331,331,2.175,2021-11-29T20:53:05.128373852Z
332,332,5.330,2021-11-29T20:53:05.128373852Z
333,333,0.655,2021-11-29T20:53:05.128373852Z
334,334,2.181,2021-11-29T20:53:05.128373852Z
335,335,1.562,2021-11-29T20:53:05.128373852Z
336,336,5.089,2021-11-29T20:53:05.128373852Z
337,337,6.004,2021-11-29T20:53:05.128373852Z
338,338,6.476,2021-11-29T20:53:05.128373852Z
339,339,7.733,2021-11-29T20:53:05.128373852Z
340,340,4.819,2021-11-29T20:53:05.128373852Z
341,341,6.989,2021-11-29T20:53:05.128373852Z
342,342,7.929,2021-11-29T20:53:05.128373852Z
343,343,6.013,2021-11-29T20:53:05.128373852Z
344,344,2.474,2021-11-29T20:53:05.128373852Z
345,345,0.278,2021-11-29T20:53:05.128373852Z
346,346,4.096,2021-11-29T20:53:05.128373852Z
347,347,9.259,2021-11-29T20:53:05.128373852Z
348,348,6.841,2021-11-29T20:53:05.128373852Z
349,349,1.984,2021-11-29T20:53:05.128373852Z
350,350,1.524,2021-11-29T20:53:05.128373852Z
351,351,5.509,2021-11-29T20:53:05.128373852Z
352,352,0.121,2021-11-29T20:53:05.128373852Z
353,353,8.993,2021-11-29T20:53:05.128373852Z
354,354,7.305,2021-11-29T20:53:05.128373852Z
355,355,2.093,2021-11-29T20:53:05.128373852Z
356,356,0.856,2021-11-29T20:53:05.128373852Z
357,357,4.032,2021-11-29T20:53:05.128373852Z
358,358,9.820,2021-11-29T20:53:05.128373852Z
359,359,8.896,2021-11-29T20:53:05.128373852Z
360,360,3.009,2021-11-29T20:53:05.128373852Z
361,361,3.432,2021-11-29T20:53:05.128373852Z
362,362,0.741,2021-11-29T20:53:05.128373852Z
363,363,5.983,2021-11-29T20:53:05.128373852Z
364,364,9.529,2021-11-29T20:53:05.128373852Z
365,365,9.029,2021-11-29T20:53:05.128373852Z
366,366,2.866,2021-11-29T20:53:05.128373852Z
367,367,3.265,2021-11-29T20:53:05.128373852Z
368,368,1.216,2021-11-29T20:53:05.128373852Z
369,369,8.151,2021-11-29T20:53:05.128373852Z
370,370,0.842,2021-11-29T20:53:05.128373852Z
371,371,2.415,2021-11-29T20:53:05.128373852Z
372,372,4.209,2021-11-29T20:53:05.128373852Z
373,373,8.136,2021-11-29T20:53:05.128373852Z
374,374,4.366,2021-11-29T20:53:05.128373852Z
375,375,3.721,2021-11-29T20:53:05.128373852Z
376,376,1.908,2021-11-29T20:53:05.128373852Z
377,377,4.319,2021-11-29T20:53:05.128373852Z
378,378,5.923,2021-11-29T20:53:05.128373852Z
379,379,3.074,2021-11-29T20:53:05.128373852Z
380,380,9.669,2021-11-29T20:53:05.128373852Z
381,381,2.942,2021-11-29T20:53:05.128373852Z
382,382,7.630,2021-11-29T20:53:05.128373852Z
383,383,6.788,2021-11-29T20:53:05.128373852Z
384,384,3.074,2021-11-29T20:53:05.128373852Z
385,385,2.934,2021-11-29T20:53:05.128373852Z
386,386,4.266,2021-11-29T20:53:05.128373852Z
387,387,4.443,2021-11-29T20:53:05.128373852Z
388,388,3.102,2021-11-29T20:53:05.128373852Z
389,389,2.993,2021-11-29T20:53:05.128373852Z
390,390,2.046,2021-11-29T20:53:05.128373852Z
391,391,2.449,2021-11-29T20:53:05.128373852Z
392,392,4.030,2021-11-29T20:53:05.128373852Z
393,393,2.930,2021-11-29T20:53:05.128373852Z
394,394,5.216,2021-11-29T20:53:05.128373852Z
395,395,3.530,2021-11-29T20:53:05.128373852Z
396,396,2.372,2021-11-29T20:53:05.128373852Z
397,397,0.712,2021-11-29T20:53:05.128373852Z
398,398,5.047,2021-11-29T20:53:05.128373852Z
399,399,9.814,2021-11-29T20:53:05.128373852Z
400,400,7.677,2021-11-29T20:53:05.128373852Z
401,401,9.154,2021-11-29T20:53:05.128373852Z
402,402,8.280,2021-11-29T20:53:05.128373852Z
403,403,9.733,2021-11-29T20:53:05.128373852Z
404,404,8.526,2021-11-29T20:53:05.128373852Z
405,405,8.701,2021-11-29T20:53:05.128373852Z
406,406,4.603,2021-11-29T20:53:05.128373852Z
407,407,1.424,2021-11-29T20:53:05.128373852Z
408,408,9.513,2021-11-29T20:53:05.128373852Z
409,409,5.244,2021-11-29T20:53:05.128373852Z
410,410,5.241,2021-11-29T20:53:05.128373852Z
411,411,7.830,2021-11-29T20:53:05.128373852Z
412,412,7.566,2021-11-29T20:53:05.128373852Z
413,413,4.425,2021-11-29T20:53:05.128373852Z
414,414,7.201,2021-11-29T20:53:05.128373852Z
415,415,1.188,2021-11-29T20:53:05.128373852Z
416,416,8.406,2021-11-29T20:53:05.128373852Z
417,417,6.369,2021-11-29T20:53:05.128373852Z
418,418,0.276,2021-11-29T20:53:05.128373852Z
419,419,7.111,2021-11-29T20:53:05.128373852Z
420,420,6.472,2021-11-29T20:53:05.128373852Z
421,421,7.281,2021-11-29T20:53:05.128373852Z
422,422,6.349,2021-11-29T20:53:05.128373852Z
423,423,0.950,2021-11-29T20:53:05.128373852Z
424,424,4.130,2021-11-29T20:53:05.128373852Z
425,425,6.871,2021-11-29T20:53:05.128373852Z
426,426,3.085,2021-11-29T20:53:05.128373852Z
427,427,1.635,2021-11-29T20:53:05.128373852Z
428,428,8.489,2021-11-29T20:53:05.128373852Z
429,429,3.041,2021-11-29T20:53:05.128373852Z
430,430,6.578,2021-11-29T20:53:05.128373852Z
431,431,0.692,2021-11-29T20:53:05.128373852Z
432,432,6.646,2021-11-29T20:53:05.128373852Z
433,433,7.776,2021-11-29T20:53:05.128373852Z
434,434,0.019,2021-11-29T20:53:05.128373852Z
435,435,6.625,2021-11-29T20:53:05.128373852Z
436,436,2.669,2021-11-29T20:53:05.128373852Z
437,437,0.695,2021-11-29T20:53:05.128373852Z
438,438,7.957,2021-11-29T20:53:05.128373852Z
439,439,7.369,2021-11-29T20:53:05.128373852Z
440,440,2.156,2021-11-29T20:53:05.128373852Z
441,441,9.196,2021-11-29T20:53:05.128373852Z
442,442,8.229,2021-11-29T20:53:05.128373852Z
443,443,5.994,2021-11-29T20:53:05.128373852Z
444,444,2.671,2021-11-29T20:53:05.128373852Z
445,445,6.655,2021-11-29T20:53:05.128373852Z
446,446,6.115,2021-11-29T20:53:05.128373852Z
447,447,7.376,2021-11-29T20:53:05.128373852Z
448,448,0.900,2021-11-29T20:53:05.128373852Z
449,449,2.606,2021-11-29T20:53:05.128373852Z
450,450,7.812,2021-11-29T20:53:05.128373852Z
451,451,6.004,2021-11-29T20:53:05.128373852Z
452,452,9.820,2021-11-29T20:53:05.128373852Z
453,453,1.362,2021-11-29T20:53:05.128373852Z
454,454,2.767,2021-11-29T20:53:05.128373852Z
455,455,7.647,2021-11-29T20:53:05.128373852Z
456,456,1.725,2021-11-29T20:53:05.128373852Z
457,457,8.016,2021-11-29T20:53:05.128373852Z
458,458,6.970,2021-11-29T20:53:05.128373852Z
459,459,0.053,2021-11-29T20:53:05.128373852Z
460,460,5.421,2021-11-29T20:53:05.128373852Z
461,461,3.265,2021-11-29T20:53:05.128373852Z
462,462,1.753,2021-11-29T20:53:05.128373852Z
463,463,0.389,2021-11-29T20:53:05.128373852Z
464,464,8.401,2021-11-29T20:53:05.128373852Z
465,465,1.012,2021-11-29T20:53:05.128373852Z
466,466,5.177,2021-11-29T20:53:05.128373852Z
467,467,9.607,2021-11-29T20:53:05.128373852Z
468,468,7.336,2021-11-29T20:53:05.128373852Z
469,469,5.180,2021-11-29T20:53:05.128373852Z
470,470,5.580,2021-11-29T20:53:05.128373852Z
471,471,6.448,2021-11-29T20:53:05.128373852Z
472,472,2.696,2021-11-29T20:53:05.128373852Z
473,473,4.690,2021-11-29T20:53:05.128373852Z
474,474,9.347,2021-11-29T20:53:05.128373852Z
475,475,6.253,2021-11-29T20:53:05.128373852Z
476,476,5.814,2021-11-29T20:53:05.128373852Z
477,477,8.044,2021-11-29T20:53:05.128373852Z
478,478,7.477,2021-11-29T20:53:05.128373852Z
479,479,2.307,2021-11-29T20:53:05.128373852Z
480,480,9.221,2021-11-29T20:53:05.128373852Z
481,481,1.466,2021-11-29T20:53:05.128373852Z
482,482,8.022,2021-11-29T20:53:05.128373852Z
483,483,9.887,2021-11-29T20:53:05.128373852Z
484,484,3.578,2021-11-29T20:53:05.128373852Z
485,485,7.038,2021-11-29T20:53:05.128373852Z
486,486,3.956,2021-11-29T20:53:05.128373852Z
487,487,5.718,2021-11-29T20:53:05.128373852Z
488,488,7.010,2021-11-29T20:53:05.128373852Z
489,489,9.776,2021-11-29T20:53:05.128373852Z
490,490,8.558,2021-11-29T20:53:05.128373852Z
491,491,8.041,2021-11-29T20:53:05.128373852Z
492,492,5.176,2021-11-29T20:53:05.128373852Z
493,493,5.103,2021-11-29T20:53:05.128373852Z
494,494,2.875,2021-11-29T20:53:05.128373852Z
495,495,4.966,2021-11-29T20:53:05.128373852Z
496,496,2.885,2021-11-29T20:53:05.128373852Z
497,497,0.649,2021-11-29T20:53:05.128373852Z
498,498,2.322,2021-11-29T20:53:05.128373852Z
499,499,1.336,2021-11-29T20:53:05.128373852Z
500,500,0.586,2021-11-29T20:53:05.128373852Z
501,501,8.834,2021-11-29T20:53:05.128373852Z
502,502,2.018,2021-11-29T20:53:05.128373852Z
503,503,6.765,2021-11-29T20:53:05.128373852Z
504,504,1.553,2021-11-29T20:53:05.128373852Z
505,505,9.175,2021-11-29T20:53:05.128373852Z
506,506,2.895,2021-11-29T20:53:05.128373852Z
507,507,0.072,2021-11-29T20:53:05.128373852Z
508,508,8.074,2021-11-29T20:53:05.128373852Z
509,509,1.760,2021-11-29T20:53:05.128373852Z
510,510,3.177,2021-11-29T20:53:05.128373852Z
511,511,7.789,2021-11-29T20:53:05.128373852Z
512,512,7.481,2021-11-29T20:53:05.128373852Z
513,513,5.844,2021-11-29T20:53:05.128373852Z
514,514,2.287,2021-11-29T20:53:05.128373852Z
515,515,6.948,2021-11-29T20:53:05.128373852Z
516,516,1.322,2021-11-29T20:53:05.128373852Z
517,517,1.505,2021-11-29T20:53:05.128373852Z
